nome,categoria,origem
Refresco em pó diet não preparado,Alimentos para fins especiais,TBCA
Refrigerante com adoçante,Alimentos para fins especiais,TBCA
Refrigerante tipo água tônica zero açúcar,Alimentos para fins especiais,TBCA
Refrigerante tipo cola zero açúcar,Alimentos para fins especiais,TBCA
Refrigerante tipo guaraná zero açúcar,Alimentos para fins especiais,TBCA
Refrigerante tipo laranja zero açúcar,Alimentos para fins especiais,TBCA
Refrigerante tipo limão zero açúcar,Alimentos para fins especiais,TBCA
Requeijão 0 gordura (Danúbio),Alimentos para fins especiais,TBCA
Requeijão light (Danúbio),Alimentos para fins especiais,TBCA
Ricota light,Alimentos para fins especiais,TBCA
Salgadinho assado light,Alimentos para fins especiais,TBCA
Salsicha light,Alimentos para fins especiais,TBCA
Sorvete industrializado diet,Alimentos para fins especiais,TBCA
Substituto de refeição em pó,Alimentos para fins especiais,TBCA
Suplemento à base de proteina em pó,Alimentos para fins especiais,TBCA
Sustagen (Nestle),Alimentos para fins especiais,TBCA
Adoçante aspartame em pó,Alimentos para fins especiais,TBCA 7.2
Adoçante sacarina em pó,Alimentos para fins especiais,TBCA 7.2
Adoçante sucralose em pó,Alimentos para fins especiais,TBCA 7.2
Arroz doce light,Alimentos para fins especiais,TBCA 7.2
Arroz integral doce light,Alimentos para fins especiais,TBCA 7.2
Atum sólido light em conserva,Alimentos para fins especiais,TBCA 7.2
Bala diet,Alimentos para fins especiais,TBCA 7.2
Barra de cereal diet,Alimentos para fins especiais,TBCA 7.2
Bebida láctea morango light (Corpus),Alimentos para fins especiais,TBCA 7.2
Bebida substituta de refeição em pó,Alimentos para fins especiais,TBCA 7.2
Bebida substituta de refeição preparada,Alimentos para fins especiais,TBCA 7.2
Biscoito doce diet,Alimentos para fins especiais,TBCA 7.2
Biscoito doce light,Alimentos para fins especiais,TBCA 7.2
Biscoito doce recheado diet,Alimentos para fins especiais,TBCA 7.2
Biscoito doce recheado light,Alimentos para fins especiais,TBCA 7.2
Biscoito salgado light,Alimentos para fins especiais,TBCA 7.2
Biscoito wafer diet/light,Alimentos para fins especiais,TBCA 7.2
Bolo de cenoura diet caseiro,Alimentos para fins especiais,TBCA 7.2
Bolo de chocolate simples diet caseiro,Alimentos para fins especiais,TBCA 7.2
Bolo de laranja diet caseiro,Alimentos para fins especiais,TBCA 7.2
Chá de limão (lata/garrafa) light,Alimentos para fins especiais,TBCA 7.2
Chá de pêssego (lata/garrafa) light,Alimentos para fins especiais,TBCA 7.2
Chocolate ao leite dietético,Alimentos para fins especiais,TBCA 7.2
Cream cheese light (Danúbio),Alimentos para fins especiais,TBCA 7.2
Doce de amendoim diet,Alimentos para fins especiais,TBCA 7.2
Doce de leite diet,Alimentos para fins especiais,TBCA 7.2
Gelatina de abacaxi em pó diet (Oetker),Alimentos para fins especiais,TBCA 7.2
Gelatina de abacaxi em pó preparada diet (Oetker),Alimentos para fins especiais,TBCA 7.2
Gelatina de cereja em pó diet (Oetker),Alimentos para fins especiais,TBCA 7.2
Gelatina de cereja em pó preparada diet(Oetker),Alimentos para fins especiais,TBCA 7.2
Gelatina de framboesa diet em pó,Alimentos para fins especiais,TBCA 7.2
Gelatina de framboesa diet em pó preparada (Oetker),Alimentos para fins especiais,TBCA 7.2
Gelatina de limão diet em pó preparada,Alimentos para fins especiais,TBCA 7.2
Gelatina de limão em pó diet (Oetker),Alimentos para fins especiais,TBCA 7.2
Gelatina de morango diet em pó preparada,Alimentos para fins especiais,TBCA 7.2
Gelatina de morango em pó diet (Oetker),Alimentos para fins especiais,TBCA 7.2
Gelatina em pó diet,Alimentos para fins especiais,TBCA 7.2
Gelatina em pó preparada diet,Alimentos para fins especiais,TBCA 7.2
Geleia sem açúcar,Alimentos para fins especiais,TBCA 7.2
Geleia sem açúcar,Alimentos para fins especiais,TBCA 7.2
Goiabada diet,Alimentos para fins especiais,TBCA 7.2
Goma de mascar diet,Alimentos para fins especiais,TBCA 7.2
Iogurte de frutas diet,Alimentos para fins especiais,TBCA 7.2
Leite de vaca sem lactose integral,Alimentos para fins especiais,TBCA 7.2
Leite de vaca sem lactose semidesnatado,Alimentos para fins especiais,TBCA 7.2
Macarrão intantâneo light,Alimentos para fins especiais,TBCA 7.2
Maionese light brasil,Alimentos para fins especiais,TBCA 7.2
Massa brise light assada,Alimentos para fins especiais,TBCA 7.2
Milho de pipoc para micro-ondas cru light  (Hikari),Alimentos para fins especiais,TBCA 7.2
Milho de pipoca para micro-ondas light cru,Alimentos para fins especiais,TBCA 7.2
Milho de pipoca para micro-ondas light preparado,Alimentos para fins especiais,TBCA 7.2
Mistura para pudim de baunilha diet,Alimentos para fins especiais,TBCA 7.2
Mistura para pudim de caramelo diet (Oetker),Alimentos para fins especiais,TBCA 7.2
Mistura para pudim de chocolate (Oetker),Alimentos para fins especiais,TBCA 7.2
Mistura para pudim de chocolate diet,Alimentos para fins especiais,TBCA 7.2
Mistura para pudim de coco diet (Oetker),Alimentos para fins especiais,TBCA 7.2
Mistura para pudim diet,Alimentos para fins especiais,TBCA 7.2
Molho de soja premium light (Sakura),Alimentos para fins especiais,TBCA 7.2
Molho parmesan light (Kenko),Alimentos para fins especiais,TBCA 7.2
Mortadela light,Alimentos para fins especiais,TBCA 7.2
Pão de forma com aveia e fibras diet,Alimentos para fins especiais,TBCA 7.2
Pão de forma diet/light,Alimentos para fins especiais,TBCA 7.2
Pão de mel com cobertura de chocolate diet,Alimentos para fins especiais,TBCA 7.2
Pizza portuguesa light,Alimentos para fins especiais,TBCA 7.2
Pudim de caramelo com leite condensado diet (Oetker),Alimentos para fins especiais,TBCA 7.2
Queijo minas frescal light,Alimentos para fins especiais,TBCA 7.2
Queijo minas frescal light (Danubio),Alimentos para fins especiais,TBCA 7.2
Queijo minas padrão light (Teixeira),Alimentos para fins especiais,TBCA 7.2
Queijo minas padrão zero gordura,Alimentos para fins especiais,TBCA 7.2
Queijo muçarela light,Alimentos para fins especiais,TBCA 7.2
Queijo pasteurizado reduzido de lipídeos,Alimentos para fins especiais,TBCA 7.2
Refresco em pó diet não preparado,Alimentos para fins especiais,TBCA 7.2
Refrigerante com adoçante,Alimentos para fins especiais,TBCA 7.2
Refrigerante tipo água tônica com adoçante,Alimentos para fins especiais,TBCA 7.2
Refrigerante tipo cola com adoçante,Alimentos para fins especiais,TBCA 7.2
Refrigerante tipo guaraná com adoçante,Alimentos para fins especiais,TBCA 7.2
Refrigerante tipo laranja com adoçante,Alimentos para fins especiais,TBCA 7.2
Refrigerante tipo limão com adoçante,Alimentos para fins especiais,TBCA 7.2
Requejão zero gordura (Danubio),Alimentos para fins especiais,TBCA 7.2
Ricota light,Alimentos para fins especiais,TBCA 7.2
Salgadinho assado light,Alimentos para fins especiais,TBCA 7.2
Salsicha light,Alimentos para fins especiais,TBCA 7.2
Sorvete industrializado diet,Alimentos para fins especiais,TBCA 7.2
Suplemento à base de proteína em pó,Alimentos para fins especiais,TBCA 7.2
Suplemento nutricional (Sustagen),Alimentos para fins especiais,TBCA 7.2
"Bebida isotônica, sabores variados",Bebidas,TACO
"Café, infusão 10%",Bebidas,TACO
"Cerveja, pilsen 2",Bebidas,TACO
"Chá, erva-doce, infusão 5%",Bebidas,TACO
"Chá, mate, infusão 5%",Bebidas,TACO
"Chá, preto, infusão 5%",Bebidas,TACO
"Coco, água de",Bebidas,TACO
"Refrigerante, tipo água tônica",Bebidas,TACO
"Refrigerante, tipo cola",Bebidas,TACO
"Refrigerante, tipo guaraná",Bebidas,TACO
"Refrigerante, tipo laranja",Bebidas,TACO
"Refrigerante, tipo limão",Bebidas,TACO
Água,Bebidas,TBCA
Aguardente (cachaça),Bebidas,TBCA
Amarula caseira,Bebidas,TBCA
Batida de maracujá com álcool,Bebidas,TBCA
Bebida alcoólica destilada (teor alcoólico 33%),Bebidas,TBCA
Bebida alcoólica destilada (teor alcoólico 36%),Bebidas,TBCA
Bebida alcoólica destilada (teor alcoólico 39%),Bebidas,TBCA
Bebida alcoólica destilada (teor alcoólico 42%),Bebidas,TBCA
Bebida energética,Bebidas,TBCA
Bebida isotônica,Bebidas,TBCA
Bebida Smirnoff ice,Bebidas,TBCA
Café coado (intenso),Bebidas,TBCA
Café coado (intenso) com açúcar,Bebidas,TBCA
Café coado (intenso) com extrato de soja natural,Bebidas,TBCA
Café coado (intenso) com extrato de soja natural e açúcar,Bebidas,TBCA
Café coado (intenso) com farinha de mandioca,Bebidas,TBCA
Café coado (intenso) com leite desnatado,Bebidas,TBCA
Café coado (intenso) com leite desnatado e açúcar,Bebidas,TBCA
Café coado (suave),Bebidas,TBCA
Café coado (suave) com açúcar,Bebidas,TBCA
Café coado (suave) com leite,Bebidas,TBCA
Café coado (suave) com leite desnatado,Bebidas,TBCA
Café coado (suave) com leite desnatado e açúcar,Bebidas,TBCA
Café coado (suave) com leite e açúcar,Bebidas,TBCA
Café coado descafeinado,Bebidas,TBCA
Café coado descafeinado (intenso),Bebidas,TBCA
Café coado descafeinado (intenso) com leite,Bebidas,TBCA
Café coado descafeinado (intenso) com leite desnatado,Bebidas,TBCA
Café coado descafeinado (intenso) com leite desnatado e açúcar,Bebidas,TBCA
Café coado descafeinado (intenso) com leite e açúcar,Bebidas,TBCA
Café coado descafeinado (suave),Bebidas,TBCA
Café coado descafeinado (suave) com açúcar,Bebidas,TBCA
Café coado descafeinado (suave) com leite,Bebidas,TBCA
Café coado descafeinado (suave) com leite,Bebidas,TBCA
Café coado descafeinado (suave) com leite desnatado,Bebidas,TBCA
Café coado descafeinado (suave) com leite desnatado e açúcar,Bebidas,TBCA
Café coado descafeinado com açúcar,Bebidas,TBCA
Café com leite,Bebidas,TBCA
Café com leite e açúcar,Bebidas,TBCA
Caipirinha,Bebidas,TBCA
Caldo de cana (garapa),Bebidas,TBCA
"Capuccino - leite desnatado, café descafeinado e cacau em pó",Bebidas,TBCA
"Capuccino - leite desnatado, café descafeinado e chocolate em pó",Bebidas,TBCA
"Capuccino - leite desnatado, café descafeinado, cacau em pó e açúcar",Bebidas,TBCA
"Capuccino - leite desnatado, café descafeinado, chocolate em pó e açúcar",Bebidas,TBCA
"Capuccino - leite desnatado, café e cacau em pó",Bebidas,TBCA
"Capuccino - leite desnatado, café e chocolate em pó",Bebidas,TBCA
"Capuccino - leite desnatado, café, cacau em pó e açúcar",Bebidas,TBCA
"Capuccino - leite desnatado, café, chocolate em pó e açúcar",Bebidas,TBCA
"Capuccino - leite integral, café descafeinado e cacau em pó",Bebidas,TBCA
"Capuccino - leite integral, café descafeinado e chocolate em pó",Bebidas,TBCA
"Capuccino - leite integral, café descafeinado, cacau em pó e açúcar",Bebidas,TBCA
"Capuccino - leite integral, café descafeinado, chocolate em pó e açúcar",Bebidas,TBCA
"Capuccino - leite, café e achocolatado em pó",Bebidas,TBCA
"Capuccino - leite, café, achocolatado em pó e açúcar",Bebidas,TBCA
"Capuccino tradicional - leite desnatado, café descafeinado e canela em pó",Bebidas,TBCA
"Capuccino tradicional - leite desnatado, café descafeinado, canela em pó e açúcar",Bebidas,TBCA
"Capuccino tradicional - leite desnatado, café e canela em pó",Bebidas,TBCA
"Capuccino tradicional - leite desnatado, café, canela em pó e açúcar",Bebidas,TBCA
"Capuccino tradicional - leite integral, café descafeinado e canela em pó",Bebidas,TBCA
"Capuccino tradicional - leite integral, café descafeinado, canela em pó e açúcar",Bebidas,TBCA
"Capuccino tradicional - leite integral, café e canela em pó",Bebidas,TBCA
"Capuccino tradicional - leite integral, café, canela em pó e açúcar",Bebidas,TBCA
Cerveja Pilsen,Bebidas,TBCA
Cerveja sem álcool,Bebidas,TBCA
Chá,Bebidas,TBCA
Chá com açúcar,Bebidas,TBCA
Chá de Anador,Bebidas,TBCA
Chá de camomila,Bebidas,TBCA
Chá de camomila com açúcar,Bebidas,TBCA
Chá de capim-santo,Bebidas,TBCA
Chá de capim-santo com açúcar,Bebidas,TBCA
Chá de cidreira,Bebidas,TBCA
Chá de cidreira com açúcar,Bebidas,TBCA
Chá de colônia,Bebidas,TBCA
Chá de eparema,Bebidas,TBCA
Chá de erva-doce,Bebidas,TBCA
Chá de erva-doce com açúcar,Bebidas,TBCA
Chá de erva-doce com açúcar,Bebidas,TBCA
Chá de hortelã,Bebidas,TBCA
Chá de hortelã com açúcar,Bebidas,TBCA
Chá de limão (lata/garrafa),Bebidas,TBCA
Chá de malva-santa,Bebidas,TBCA
Chá de malvariço,Bebidas,TBCA
Chá de mastruço,Bebidas,TBCA
Chá de mentrasto,Bebidas,TBCA
Chá de pêssego (lata/garrafa),Bebidas,TBCA
Chá mate,Bebidas,TBCA
Chá mate com açúcar,Bebidas,TBCA
Chá preto,Bebidas,TBCA
Chá preto com açúcar,Bebidas,TBCA
Chimarrão (erva-mate),Bebidas,TBCA
Conhaque,Bebidas,TBCA
Coquetel de frutas,Bebidas,TBCA
Coquetel de frutas com álcool,Bebidas,TBCA
Cuba libre,Bebidas,TBCA
Espanhola,Bebidas,TBCA
Extrato de soja natural com achocolatado em pó,Bebidas,TBCA
Extrato de soja natural com cacau em pó,Bebidas,TBCA
Extrato de soja natural com cacau em pó e açúcar,Bebidas,TBCA
Extrato de soja natural com chocolate em pó,Bebidas,TBCA
Extrato de soja natural com chocolate em pó e açúcar,Bebidas,TBCA
Grappa,Bebidas,TBCA
Leite com achocolatado em pó,Bebidas,TBCA
Leite de onça,Bebidas,TBCA
Leite desnatado com achocolatado em pó,Bebidas,TBCA
Leite desnatado com cacau em pó,Bebidas,TBCA
Leite desnatado com cacau em pó e açúcar,Bebidas,TBCA
Leite desnatado com chocolate em pó,Bebidas,TBCA
Leite desnatado com chocolate em pó e açúcar,Bebidas,TBCA
Leite integral com achocolatado em pó,Bebidas,TBCA
Leite integral com cacau em pó,Bebidas,TBCA
Leite integral com cacau em pó e açúcar,Bebidas,TBCA
Leite integral com chocolate em pó,Bebidas,TBCA
Leite integral com chocolate em pó e açúcar,Bebidas,TBCA
"Milk shake (leite integral, sorvete, extrato de baunilha e calda de chocolate)",Bebidas,TBCA
Pina colada,Bebidas,TBCA
Pisco sour,Bebidas,TBCA
Ponche de frutas com álcool,Bebidas,TBCA
Ponche de frutas sem álcool,Bebidas,TBCA
Quentão,Bebidas,TBCA
Quentão de vinho,Bebidas,TBCA
Quentão de vinho com gemada,Bebidas,TBCA
Refresco de groselha,Bebidas,TBCA
Refresco em pó preparado com água,Bebidas,TBCA
Refrigerante,Bebidas,TBCA
Refrigerante tipo água tônica,Bebidas,TBCA
Refrigerante tipo cola,Bebidas,TBCA
Refrigerante tipo guaraná,Bebidas,TBCA
Refrigerante tipo laranja,Bebidas,TBCA
Refrigerante tipo limão,Bebidas,TBCA
Saquê,Bebidas,TBCA
Vermute,Bebidas,TBCA
Vinho,Bebidas,TBCA
Vinho branco,Bebidas,TBCA
Vinho espumante brut,Bebidas,TBCA
Vinho espumante meio doce/doce,Bebidas,TBCA
Vinho quente,Bebidas,TBCA
Vinho rose,Bebidas,TBCA
Vinho tinto,Bebidas,TBCA
Vinho tinto Merlot,Bebidas,TBCA
Vinho tinto mosto Petite Syrah,Bebidas,TBCA
Aguardente (cachaça),Bebidas,TBCA 7.2
Amarula caseira,Bebidas,TBCA 7.2
Batida de maracujá com álcool,Bebidas,TBCA 7.2
Bebida alcoólica (teor alcoólico 33%),Bebidas,TBCA 7.2
Bebida alcoólica destilada (teor alcoólico 36%),Bebidas,TBCA 7.2
Bebida alcoólica destilada (teor alcoólico 39%),Bebidas,TBCA 7.2
Bebida alcoólica destilada (teor alcoólico 42%),Bebidas,TBCA 7.2
Bebida energética,Bebidas,TBCA 7.2
Bebida energética,Bebidas,TBCA 7.2
Bebida extrato de soja natural com achocolatado em pó sem açúcar,Bebidas,TBCA 7.2
Bebida extrato de soja natural com cacau em pó e açúcar,Bebidas,TBCA 7.2
Bebida extrato de soja natural com cacau em pó sem açúcar,Bebidas,TBCA 7.2
Bebida extrato de soja natural com chocolate em pó sem açúcar,Bebidas,TBCA 7.2
Bebida isotônica,Bebidas,TBCA 7.2
Bebida Smirnoff ice,Bebidas,TBCA 7.2
Bebida substituto do leite - extrato de soja natural com chocolate em pó e açúcar,Bebidas,TBCA 7.2
Café coado (intenso) com açúcar,Bebidas,TBCA 7.2
Café coado (intenso) com bebida vegetal à base de amêndoa com açúcar,Bebidas,TBCA 7.2
Café coado (intenso) com bebida vegetal à base de amêndoa sem açúcar,Bebidas,TBCA 7.2
Café coado (intenso) com bebida vegetal à base de arroz sem açúcar,Bebidas,TBCA 7.2
Café coado (intenso) com extrato de soja natural e açúcar,Bebidas,TBCA 7.2
Café coado (intenso) com extrato de soja natural e açúcar,Bebidas,TBCA 7.2
Café coado (intenso) com leite desnatado e açúcar,Bebidas,TBCA 7.2
Café coado (intenso) com leite desnatado sem açúcar,Bebidas,TBCA 7.2
Café coado (intenso) sem açúcar,Bebidas,TBCA 7.2
Café coado (leve) com leite desnatado e açúcar,Bebidas,TBCA 7.2
Café coado (leve) com leite desnatado e açúcar,Bebidas,TBCA 7.2
Café coado (médio) com açúcar,Bebidas,TBCA 7.2
Café coado (médio) com leite desnatado e açúcar,Bebidas,TBCA 7.2
Café coado (médio) com leite desnatado sem açúcar,Bebidas,TBCA 7.2
Café coado (médio) com leite e açúcar,Bebidas,TBCA 7.2
Café coado (médio) com leite sem açúcar,Bebidas,TBCA 7.2
Café coado (médio) sem açúcar,Bebidas,TBCA 7.2
Café coado (suave) com açúcar,Bebidas,TBCA 7.2
Café coado (suave) com leite desnatado sem açúcar,Bebidas,TBCA 7.2
Café coado (suave) com leite e açúcar,Bebidas,TBCA 7.2
Café coado (suave) com leite sem açúcar,Bebidas,TBCA 7.2
Café coado (suave) sem açúcar,Bebidas,TBCA 7.2
Café coado descafeinado (intenso) com leite desnatado,Bebidas,TBCA 7.2
Café coado descafeinado (intenso) com leite desnatado e açúcar,Bebidas,TBCA 7.2
Café coado descafeinado (intenso) com leite e açúcar,Bebidas,TBCA 7.2
Café coado descafeinado (intenso) com leite sem açúcar,Bebidas,TBCA 7.2
Café coado descafeinado (médio) com açúcar,Bebidas,TBCA 7.2
Café coado descafeinado (médio) com leite desnatado e açúcar,Bebidas,TBCA 7.2
Café coado descafeinado (médio) com leite e açúcar,Bebidas,TBCA 7.2
Café coado descafeinado (médio) com leite sem açúcar,Bebidas,TBCA 7.2
Café coado descafeinado (médio) sem açúcar,Bebidas,TBCA 7.2
Café coado descafeinado (suave) com leite desnatado e açúcar,Bebidas,TBCA 7.2
Café coado descafeinado (suave) com leite desnatado sem açúcar,Bebidas,TBCA 7.2
Café coado descafeinado (suave) com leite e açúcar,Bebidas,TBCA 7.2
Café coado descafeinado (suave) com leite sem açúcar,Bebidas,TBCA 7.2
